@relation MyRelation

@attribute car_spec {E}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_y,supp_esp}

@data
$,_,w,y,-,-,g,A,$,y,supp_esp
$,_,w,y,-,-,g,y,$,y,supp_esp
$,n,-,y,x,w,n,$,$,y,supp_esp
$,t,-,y,x,w,t,$,$,y,supp_esp
$,y,-,y,x,w,y,$,$,y,supp_esp
$,-,-,x,t,w,$,x,$,y,supp_esp
$,-,-,A,x,w,$,A,$,y,supp_esp
$,-,-,y,x,w,$,y,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,f,q,$,y,supp_esp
$,_,w,y,-,-,f,A,$,y,supp_esp
$,_,w,y,-,-,f,y,$,y,supp_esp
$,n,-,y,b,w,n,$,$,y,supp_esp
$,t,-,y,b,w,t,$,$,y,supp_esp
$,y,-,y,b,w,y,$,$,y,supp_esp
$,-,-,b,t,w,$,b,$,y,supp_esp
$,-,-,A,b,w,$,A,$,y,supp_esp
$,-,-,y,b,w,$,y,$,y,supp_esp
$,_,w,y,-,-,n,m,$,y,supp_esp
$,_,w,y,-,-,t,m,$,y,supp_esp
$,_,w,y,-,-,y,m,$,y,supp_esp
$,_,w,y,-,-,m,l,$,y,supp_esp
$,_,w,y,-,-,m,A,$,y,supp_esp
$,_,w,y,-,-,m,y,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,E,f,$,y,supp_esp
$,_,w,y,-,-,E,A,$,y,supp_esp
$,_,w,y,-,-,E,y,$,y,supp_esp
$,y,-,y,T,w,y,$,$,y,supp_esp
$,-,-,A,T,w,$,A,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,f,A,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,l,H,$,y,supp_esp
$,_,w,y,-,-,l,H,$,y,supp_esp
$,_,w,y,-,-,l,H,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,f,d,$,y,supp_esp
$,_,w,y,-,-,f,d,$,y,supp_esp
$,_,w,y,-,-,f,d,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,E,s,$,y,supp_esp
$,_,w,y,-,-,E,s,$,y,supp_esp
$,_,w,y,-,-,E,s,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,b,$,y,supp_esp
$,_,w,y,-,-,H,b,$,y,supp_esp
$,_,w,y,-,-,H,b,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,s,$,y,supp_esp
$,_,w,y,-,-,H,s,$,y,supp_esp
$,_,w,y,-,-,H,s,$,y,supp_esp
$,n,-,d,w,_,n,$,$,y,supp_esp
$,t,-,d,w,_,t,$,$,y,supp_esp
$,y,-,d,w,_,y,$,$,y,supp_esp
$,t,y,d,w,_,y,t,$,y,supp_esp
$,-,-,d,y,t,$,d,$,y,supp_esp
$,-,-,d,w,_,$,d,$,y,supp_esp
$,-,-,d,w,_,$,d,$,y,supp_esp
$,_,w,y,-,-,n,h,$,y,supp_esp
$,_,w,y,-,-,t,h,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,h,z,$,y,supp_esp
$,_,w,y,-,-,h,z,$,y,supp_esp
$,_,w,y,-,-,h,z,$,y,supp_esp
$,_,w,y,-,-,n,m,$,y,supp_esp
$,_,w,y,-,-,t,m,$,y,supp_esp
$,_,w,y,-,-,y,m,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,m,s,$,y,supp_esp
$,_,w,y,-,-,m,s,$,y,supp_esp
$,_,w,y,-,-,m,s,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,s,d,$,y,supp_esp
$,_,w,y,-,-,s,d,$,y,supp_esp
$,_,w,y,-,-,s,d,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,l,m,$,y,supp_esp
$,_,w,y,-,-,l,m,$,y,supp_esp
$,_,w,y,-,-,l,m,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,n,*,$,y,supp_esp
$,_,w,y,-,-,t,*,$,y,supp_esp
$,_,w,y,-,-,y,*,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,*,l,$,y,supp_esp
$,_,w,y,-,-,*,l,$,y,supp_esp
$,_,w,y,-,-,*,l,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,b,l,$,y,supp_esp
$,_,w,y,-,-,b,l,$,y,supp_esp
$,_,w,y,-,-,b,l,$,y,supp_esp
$,_,w,y,-,-,n,d,$,y,supp_esp
$,_,w,y,-,-,t,d,$,y,supp_esp
$,_,w,y,-,-,y,d,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,d,z,$,y,supp_esp
$,_,w,y,-,-,d,z,$,y,supp_esp
$,_,w,y,-,-,d,z,$,y,supp_esp
$,n,-,l,w,_,n,$,$,y,supp_esp
$,t,-,l,w,_,t,$,$,y,supp_esp
$,y,-,l,w,_,y,$,$,y,supp_esp
$,t,y,l,w,_,y,t,$,y,supp_esp
$,-,-,l,y,t,$,l,$,y,supp_esp
$,-,-,l,w,_,$,l,$,y,supp_esp
$,-,-,l,w,_,$,l,$,y,supp_esp
$,m,-,k,y,t,m,$,$,y,supp_esp
$,-,-,r,j,y,$,r,$,y,supp_esp
$,_,w,y,-,-,r,A,$,y,supp_esp
$,_,w,y,-,-,r,A,$,y,supp_esp
$,m,-,y,t,w,m,$,$,y,supp_esp
$,_,w,y,-,-,j,r,$,y,supp_esp
$,_,w,y,-,-,b,k,$,y,supp_esp
$,_,w,y,-,-,f,t,$,y,supp_esp
$,-,-,r,y,t,$,r,$,y,supp_esp
$,_,w,y,-,-,n,w,$,y,supp_esp
$,_,w,y,-,-,b,n,$,y,supp_esp
$,_,w,y,-,-,r,H,$,y,supp_esp
$,_,w,y,-,-,g,r,$,y,supp_esp
$,_,w,y,-,-,T,w,$,y,supp_esp
$,_,w,y,-,-,k,r,$,y,supp_esp
$,_,w,y,-,-,j,y,$,y,supp_esp
$,_,w,y,-,-,y,x,$,y,supp_esp
$,_,w,y,-,-,x,r,$,y,supp_esp
$,_,w,y,-,-,n,x,$,y,supp_esp
$,_,w,y,-,-,t,x,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,x,r,$,y,supp_esp
$,_,w,y,-,-,>,x,$,y,supp_esp
$,_,w,y,-,-,n,T,$,y,supp_esp
$,_,w,y,-,-,t,T,$,y,supp_esp
$,_,w,y,-,-,y,T,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,T,l,$,y,supp_esp
$,_,w,y,-,-,T,l,$,y,supp_esp
$,_,w,y,-,-,>,T,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,r,b,$,y,supp_esp
$,_,w,y,-,-,r,b,$,y,supp_esp
$,_,w,y,-,-,>,r,$,y,supp_esp
$,_,w,y,-,-,t,w,$,y,supp_esp
$,_,w,y,-,-,y,w,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,w,v,$,y,supp_esp
$,_,w,y,-,-,w,v,$,y,supp_esp
$,_,w,y,-,-,>,w,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,r,q,$,y,supp_esp
$,_,w,y,-,-,r,q,$,y,supp_esp
$,_,w,y,-,-,>,r,$,y,supp_esp
$,_,w,y,-,-,n,d,$,y,supp_esp
$,_,w,y,-,-,t,d,$,y,supp_esp
$,_,w,y,-,-,y,d,$,y,supp_esp
$,_,w,y,-,-,d,x,$,y,supp_esp
$,_,w,y,-,-,d,x,$,y,supp_esp
$,_,w,y,-,-,>,d,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,t,q,$,y,supp_esp
$,_,w,y,-,-,y,q,$,y,supp_esp
$,_,w,y,-,-,q,S,$,y,supp_esp
$,_,w,y,-,-,q,S,$,y,supp_esp
$,_,w,y,-,-,>,q,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,>,n,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,t,S,$,y,supp_esp
$,_,w,y,-,-,y,S,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,S,d,$,y,supp_esp
$,_,w,y,-,-,S,d,$,y,supp_esp
$,_,w,y,-,-,>,S,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,b,S,$,y,supp_esp
$,_,w,y,-,-,b,S,$,y,supp_esp
$,_,w,y,-,-,>,b,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,l,q,$,y,supp_esp
$,_,w,y,-,-,l,q,$,y,supp_esp
$,_,w,y,-,-,>,l,$,y,supp_esp
$,n,-,r,T,w,n,$,$,y,supp_esp
$,t,-,r,T,w,t,$,$,y,supp_esp
$,y,-,r,T,w,y,$,$,y,supp_esp
$,t,y,r,T,w,y,t,$,y,supp_esp
$,-,-,r,T,t,$,r,$,y,supp_esp
$,-,-,r,T,w,$,r,$,y,supp_esp
$,>,-,r,T,w,>,$,$,y,supp_esp
$,_,w,y,-,-,n,S,$,y,supp_esp
$,_,w,y,-,-,t,S,$,y,supp_esp
$,_,w,y,-,-,y,S,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,S,r,$,y,supp_esp
$,_,w,y,-,-,S,r,$,y,supp_esp
$,_,w,y,-,-,>,S,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,r,$,y,supp_esp
$,_,w,y,-,-,t,r,$,y,supp_esp
$,_,w,y,-,-,y,r,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,r,f,$,y,supp_esp
$,_,w,y,-,-,r,f,$,y,supp_esp
$,_,w,y,-,-,>,r,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,>,n,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,f,r,$,y,supp_esp
$,_,w,y,-,-,f,r,$,y,supp_esp
$,_,w,y,-,-,>,f,$,y,supp_esp
$,_,w,y,-,-,w,f,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,z,$,y,supp_esp
$,_,w,y,-,-,H,z,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,E,j,$,y,supp_esp
$,_,w,y,-,-,E,j,$,y,supp_esp
$,_,w,y,-,-,>,E,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,>,E,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,E,m,$,y,supp_esp
$,_,w,y,-,-,E,m,$,y,supp_esp
$,_,w,y,-,-,>,E,$,y,supp_esp
$,_,w,y,-,-,n,g,$,y,supp_esp
$,_,w,y,-,-,t,g,$,y,supp_esp
$,_,w,y,-,-,y,g,$,y,supp_esp
$,_,w,y,-,-,g,f,$,y,supp_esp
$,_,w,y,-,-,g,f,$,y,supp_esp
$,_,w,y,-,-,>,g,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,r,$,y,supp_esp
$,_,w,y,-,-,H,r,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,S,$,y,supp_esp
$,_,w,y,-,-,H,S,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,E,j,$,y,supp_esp
$,_,w,y,-,-,E,j,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,b,$,y,supp_esp
$,_,w,y,-,-,H,b,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,>,H,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,E,k,$,y,supp_esp
$,_,w,y,-,-,E,k,$,y,supp_esp
$,_,w,y,-,-,>,E,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,n,g,$,y,supp_esp
$,_,w,y,-,-,t,g,$,y,supp_esp
$,_,w,y,-,-,y,g,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,g,s,$,y,supp_esp
$,_,w,y,-,-,g,s,$,y,supp_esp
$,_,w,y,-,-,>,g,$,y,supp_esp
$,_,w,y,-,-,n,k,$,y,supp_esp
$,_,w,y,-,-,t,k,$,y,supp_esp
$,_,w,y,-,-,y,k,$,y,supp_esp
$,_,w,y,-,-,k,s,$,y,supp_esp
$,_,w,y,-,-,k,s,$,y,supp_esp
$,_,w,y,-,-,A,k,$,y,supp_esp
$,_,w,y,-,-,n,t,$,y,supp_esp
$,_,w,y,-,-,t,t,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,A,t,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,s,$,y,supp_esp
$,_,w,y,-,-,H,s,$,y,supp_esp
$,_,w,y,-,-,A,H,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,A,H,$,y,supp_esp
$,H,n,m,w,_,n,H,$,y,supp_esp
$,H,t,m,w,_,t,H,$,y,supp_esp
$,H,y,m,w,_,y,H,$,y,supp_esp
$,H,-,m,t,w,H,$,$,y,supp_esp
$,H,-,m,w,_,H,$,$,y,supp_esp
$,h,d,w,_,$,n,d,$,y,supp_esp
$,h,d,w,_,$,t,d,$,y,supp_esp
$,h,d,w,_,$,y,d,$,y,supp_esp
$,h,d,t,w,_,d,h,$,y,supp_esp
$,h,d,w,_,$,d,h,$,y,supp_esp
$,h,d,w,_,$,A,d,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,b,h,$,y,supp_esp
$,_,w,y,-,-,b,h,$,y,supp_esp
$,_,w,y,-,-,A,b,$,y,supp_esp
$,E,r,w,_,$,n,r,$,y,supp_esp
$,E,r,w,_,$,t,r,$,y,supp_esp
$,E,r,w,_,$,y,r,$,y,supp_esp
$,E,r,t,w,_,r,E,$,y,supp_esp
$,E,r,w,_,$,r,E,$,y,supp_esp
$,E,r,w,_,$,A,r,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,s,j,$,y,supp_esp
$,_,w,y,-,-,s,j,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,s,x,$,y,supp_esp
$,_,w,y,-,-,s,x,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,s,k,$,y,supp_esp
$,_,w,y,-,-,s,k,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,s,$,y,supp_esp
$,_,w,y,-,-,t,s,$,y,supp_esp
$,_,w,y,-,-,y,s,$,y,supp_esp
$,_,w,y,-,-,s,m,$,y,supp_esp
$,_,w,y,-,-,s,m,$,y,supp_esp
$,_,w,y,-,-,A,s,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,m,$,y,supp_esp
$,_,w,y,-,-,H,m,$,y,supp_esp
$,_,w,y,-,-,A,H,$,y,supp_esp
$,_,w,y,-,-,n,k,$,y,supp_esp
$,_,w,y,-,-,t,k,$,y,supp_esp
$,_,w,y,-,-,y,k,$,y,supp_esp
$,_,w,y,-,-,k,b,$,y,supp_esp
$,_,w,y,-,-,k,b,$,y,supp_esp
$,_,w,y,-,-,A,k,$,y,supp_esp
$,_,w,y,-,-,n,b,$,y,supp_esp
$,_,w,y,-,-,t,b,$,y,supp_esp
$,_,w,y,-,-,y,b,$,y,supp_esp
$,_,w,y,-,-,b,r,$,y,supp_esp
$,_,w,y,-,-,b,r,$,y,supp_esp
$,_,w,y,-,-,A,b,$,y,supp_esp
$,_,w,y,-,-,n,h,$,y,supp_esp
$,_,w,y,-,-,t,h,$,y,supp_esp
$,_,w,y,-,-,y,h,$,y,supp_esp
$,_,w,y,-,-,h,j,$,y,supp_esp
$,_,w,y,-,-,A,h,$,y,supp_esp
$,n,-,h,d,w,n,$,$,y,supp_esp
$,t,-,h,d,w,t,$,$,y,supp_esp
$,y,-,h,d,w,y,$,$,y,supp_esp
$,-,-,h,d,t,$,h,$,y,supp_esp
$,-,-,h,d,w,$,h,$,y,supp_esp
$,A,-,h,d,w,A,$,$,y,supp_esp
$,f,n,l,w,_,n,f,$,y,supp_esp
$,f,t,l,w,_,t,f,$,y,supp_esp
$,f,y,l,w,_,y,f,$,y,supp_esp
$,f,-,l,t,w,f,$,$,y,supp_esp
$,f,-,l,w,_,f,$,$,y,supp_esp
$,f,A,l,w,_,A,f,$,y,supp_esp
$,_,w,y,-,-,n,H,$,y,supp_esp
$,_,w,y,-,-,t,H,$,y,supp_esp
$,_,w,y,-,-,y,H,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,H,l,$,y,supp_esp
$,_,w,y,-,-,A,H,$,y,supp_esp
$,_,w,y,-,-,n,t,$,y,supp_esp
$,_,w,y,-,-,t,t,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,w,y,-,-,t,h,$,y,supp_esp
$,_,w,y,-,-,t,h,$,y,supp_esp
$,_,w,y,-,-,A,t,$,y,supp_esp
$,_,w,y,-,-,n,E,$,y,supp_esp
$,_,w,y,-,-,t,E,$,y,supp_esp
$,_,w,y,-,-,y,E,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,E,d,$,y,supp_esp
$,_,w,y,-,-,A,E,$,y,supp_esp
$,_,w,y,-,-,n,k,$,y,supp_esp
$,_,w,y,-,-,t,k,$,y,supp_esp
$,_,w,y,-,-,y,k,$,y,supp_esp
$,_,w,y,-,-,k,*,$,y,supp_esp
$,_,w,y,-,-,k,*,$,y,supp_esp
$,_,w,y,-,-,A,k,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,z,$,y,supp_esp
$,_,w,y,-,-,n,z,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,_,w,y,-,-,n,l,$,y,supp_esp
$,_,w,y,-,-,t,l,$,y,supp_esp
$,_,w,y,-,-,y,l,$,y,supp_esp
$,_,w,y,-,-,l,h,$,y,supp_esp
$,_,w,y,-,-,l,h,$,y,supp_esp
$,_,w,y,-,-,A,l,$,y,supp_esp
$,_,w,y,-,-,n,n,$,y,supp_esp
$,_,w,y,-,-,t,n,$,y,supp_esp
$,_,w,y,-,-,y,n,$,y,supp_esp
$,_,w,y,-,-,n,d,$,y,supp_esp
$,_,w,y,-,-,n,d,$,y,supp_esp
$,_,w,y,-,-,A,n,$,y,supp_esp
$,_,w,y,-,-,A,g,$,y,supp_esp
$,_,w,y,-,-,n,f,$,y,supp_esp
$,_,w,y,-,-,t,f,$,y,supp_esp
$,_,w,y,-,-,y,f,$,y,supp_esp
